,company_name,average_salary,average_age,salary/age,銘柄名,市場・商品区分,33業種区分,17業種区分,かふか5分類,かふか4分類
6189,グローバルキッズCOMPANY,717.0,46.9,10961.385927505331,グローバルキッズＣＯＭＰＡＮＹ,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
5532,リアルゲイト,595.0,32.3,10960.526315789475,リアルゲイト,グロース（内国株式）,不動産業,不動産,金融＆不動産,サービス
6835,アライドテレシス,720.0,47.3,10959.830866807612,アライドテレシスホールディングス,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
3961,シルバーエッグ・テクノロジー,645.0,38.0,10948.026315789473,シルバーエッグ・テクノロジー,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
6333,帝国電機製作所,660.0,39.8,10944.723618090453,帝国電機製作所,プライム（内国株式）,機械,機械,産業＆建設,製造
4674,クレスコ,644.0,37.9,10942.902374670186,クレスコ,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
7378,アシロ,571.0,29.8,10940.973154362417,アシロ,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
9248,人・夢・技術グループ,693.0,43.9,10939.612756264238,人・夢・技術グループ,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
9414,日本BS放送,700.0,44.8,10937.5,日本ＢＳ放送,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
2692,伊藤忠食品,672.0,41.3,10934.237288135593,伊藤忠食品,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
6240,ヤマシンフィルタ,658.0,39.6,10933.434343434343,ヤマシンフィルタ,プライム（内国株式）,機械,機械,産業＆建設,製造
4644,イマジニア,658.0,39.6,10933.434343434343,イマジニア,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
6908,イリソ電子工業,675.0,41.7,10926.258992805755,イリソ電子工業,プライム（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
3633,GMOペパボ,618.0,35.0,10912.114285714286,ＧＭＯペパボ,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
7864,フジシールインターナショナル,710.0,46.2,10911.25541125541,フジシールインターナショナル,プライム（内国株式）,その他製品,情報通信・サービスその他,テクノロジー＆サービス,製造
2871,ニチレイ,702.0,45.2,10902.743362831858,ニチレイ,プライム（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
8771,イー・ギャランティ,585.0,31.4,10898.885350318471,イー・ギャランティ,プライム（内国株式）,その他金融業,金融（除く銀行）,金融＆不動産,サービス
7837,アールシーコア,646.0,38.3,10895.979112271541,アールシーコア,スタンダード（内国株式）,その他製品,情報通信・サービスその他,テクノロジー＆サービス,製造
2930,北の達人コーポレーション,595.0,32.5,10893.076923076924,北の達人コーポレーション,プライム（内国株式）,化学,素材・化学,産業＆建設,製造
2342,トランスジェニック,704.0,45.5,10892.65934065934,トランスジェニック,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
9265,ヤマシタヘルスケア,685.0,43.1,10886.890951276102,ヤマシタヘルスケアホールディングス,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
2931,ユーグレナ,668.0,41.0,10883.512195121952,ユーグレナ,プライム（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
4486,ユナイトアンドグロウ,624.0,35.8,10876.424581005587,ユナイトアンドグロウ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
6364,北越工業,647.0,38.5,10872.961038961039,北越工業,プライム（内国株式）,機械,機械,産業＆建設,製造
3933,チエル,635.0,37.1,10868.598382749326,チエル,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
5838,楽天銀行,635.0,37.1,10868.598382749326,楽天銀行,プライム（内国株式）,銀行業,銀行,金融＆不動産,サービス
2173,博展,621.0,35.5,10863.12676056338,博展,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
3970,イノベーション,604.0,33.6,10857.619047619048,イノベーション,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
6919,ケル,663.0,40.5,10853.555555555555,ケル,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
6480,日本トムソン,658.0,39.9,10851.228070175439,日本トムソン,プライム（内国株式）,機械,機械,産業＆建設,製造
7082,ジモティー,605.0,33.75,10845.185185185184,ジモティー,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
4572,カルナバイオサイエンス,707.0,46.1,10842.711496746204,カルナバイオサイエンス,グロース（内国株式）,医薬品,医薬品,ヘルスケア＆消費財,製造
6095,メドピア,615.0,34.9,10837.392550143268,メドピア,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
7063,Birdman,609.0,34.23,10834.969325153375,Ｂｉｒｄｍａｎ,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
8392,大分銀行,650.0,39.0,10833.333333333334,大分銀行,プライム（内国株式）,銀行業,銀行,金融＆不動産,サービス
9068,丸全昭和運輸,664.0,40.7,10832.825552825552,丸全昭和運輸,プライム（内国株式）,陸運業,運輸・物流,産業＆建設,サービス
9278,ブックオフグループ,712.0,46.8,10832.136752136752,ブックオフグループホールディングス,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
8938,グロームHD,727.0,48.8,10830.512295081968,グローム・ホールディングス,グロース（内国株式）,不動産業,不動産,金融＆不動産,サービス
3640,電算,701.0,45.4,10823.810572687225,電算,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
3040,ソリトンシステムズ,670.0,41.5,10816.867469879518,ソリトンシステムズ,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
2180,サニーサイドアップグループ,646.0,38.6,10811.295336787565,サニーサイドアップグループ,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
3167,TOKAI,651.0,39.2,10811.25,ＴＯＫＡＩホールディングス,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
4477,BASE,600.0,33.3,10810.810810810812,ＢＡＳＥ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
6973,協栄産業,695.0,44.7,10805.92841163311,協栄産業,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
6707,サンケン電気,703.0,45.74,10804.744206383908,サンケン電気,プライム（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
8381,山陰合同銀行,670.0,41.6,10790.865384615385,山陰合同銀行,プライム（内国株式）,銀行業,銀行,金融＆不動産,サービス
5480,日本冶金工業,680.0,42.9,10778.554778554779,日本冶金工業,プライム（内国株式）,鉄鋼,鉄鋼・非鉄,産業＆建設,製造
8158,ソーダニッカ,676.0,42.4,10777.735849056604,ソーダニッカ,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
9749,富士ソフト,620.0,35.67,10776.562938043173,富士ソフト,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
9159,W,599.0,33.3,10774.804804804806,Ｗ　ＴＯＫＹＯ,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
6349,小森コーポレーション,681.0,43.05,10772.613240418119,小森コーポレーション,プライム（内国株式）,機械,機械,産業＆建設,製造
7581,サイゼリヤ,660.0,40.5,10755.555555555555,サイゼリヤ,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
9232,パスコ,684.0,43.5,10755.310344827587,パスコ,スタンダード（内国株式）,空運業,運輸・物流,産業＆建設,サービス
7747,朝日インテック,628.0,36.7,10746.158038147138,朝日インテック,プライム（内国株式）,精密機器,電機・精密,テクノロジー＆サービス,製造
4391,ロジザード,644.0,38.6,10744.455958549222,ロジザード,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
1904,大成温調,678.0,42.8,10740.280373831776,大成温調,スタンダード（内国株式）,建設業,建設・資材,産業＆建設,サービス
3436,SUMCO,678.0,42.8,10740.280373831776,ＳＵＭＣＯ,プライム（内国株式）,金属製品,建設・資材,産業＆建設,製造
9627,アイン,677.0,42.7,10733.700234192036,アインホールディングス,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
9479,インプレス,690.0,44.4,10722.972972972973,インプレスホールディングス,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
